Op Name,Op Type,Task Duration(us),Block Dim,Mix Block Dim,Device Id,Pid,Current Freq,Rated Freq,
moe_lora_prefill_scatter_a2a_fp16_int32_bool_34,vector,24.100483,40,NA,0,804625,1800,1800,
