block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.020555,41437,1.513333,0.065738,9.106667,0.395588,21.860855,7.031667,0.305452,28.650917,0.000000,13.286667,0.577165,2.675000,2.256667,0.000000,0.000000,0.000000,0.000000,0.413889,9.777223,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.886110,35795,1.513333,0.076100,8.847222,0.444895,22.501923,7.107222,0.357396,28.346336,0.000000,10.423333,0.524151,2.673889,2.257222,0.000000,0.000000,0.000000,0.000000,0.184444,9.468889,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.566668,37020,1.513333,0.073582,9.267777,0.450621,21.480827,7.384444,0.359049,27.282175,0.000000,10.605000,0.515640,2.673889,2.257222,0.000000,0.000000,0.000000,0.000000,0.441667,9.985556,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.807222,35653,1.513333,0.076403,8.706111,0.439542,22.866642,7.256111,0.366337,27.764692,0.000000,10.382222,0.524163,2.678333,2.255000,0.000000,0.000000,0.000000,0.000000,0.463333,9.524445,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.523333,35142,1.513333,0.077514,8.454445,0.433043,23.547319,7.414444,0.379773,27.171785,0.000000,10.342222,0.529737,2.677222,2.260000,0.000000,0.000000,0.000000,0.000000,0.230000,9.060555,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.716667,37290,1.513333,0.073049,8.987778,0.433843,22.150026,7.157222,0.345481,28.148308,0.000000,11.031111,0.532475,2.677778,2.258889,0.000000,0.000000,0.000000,0.000000,0.568333,9.420555,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.915556,35848,1.513333,0.075988,8.667222,0.435199,22.969242,6.818333,0.342362,29.547352,0.000000,10.505000,0.527477,2.677778,2.258889,0.000000,0.000000,0.000000,0.000000,0.280000,9.528889,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.320555,36577,1.513333,0.074473,8.985000,0.442163,22.156876,6.915000,0.340296,29.134302,0.000000,10.581111,0.520710,2.680000,2.257778,0.000000,0.000000,0.000000,0.000000,0.279444,9.756111,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.358889,36646,1.513333,0.074333,8.888889,0.436610,22.396444,6.912778,0.339546,29.143669,0.000000,10.847777,0.532828,2.676667,2.259444,0.000000,0.000000,0.000000,0.000000,0.552222,9.221666,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.223333,36402,1.513333,0.074831,8.835000,0.436872,22.533052,7.058889,0.349047,28.540424,0.000000,10.723333,0.530246,2.680000,2.262222,0.000000,0.000000,0.000000,0.000000,0.237778,9.041111,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.897778,35816,1.513333,0.076055,8.445556,0.424447,23.572104,7.308333,0.367294,27.566299,0.000000,10.745000,0.540010,2.678889,2.261667,0.000000,0.000000,0.000000,0.000000,0.355556,9.376111,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.995556,39592,1.513333,0.068802,9.559444,0.434608,20.825426,7.257778,0.329966,27.758320,0.000000,11.666667,0.530410,2.678889,2.261667,0.000000,0.000000,0.000000,0.000000,0.273333,9.537222,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.604445,37088,1.513333,0.073447,8.923333,0.433078,22.309994,7.277222,0.353187,27.684149,0.000000,10.851666,0.526666,2.676667,2.262778,0.000000,0.000000,0.000000,0.000000,0.458889,9.760000,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.027222,37849,1.513333,0.071970,9.147778,0.435045,21.762609,7.428333,0.353272,27.120983,0.000000,11.057777,0.525879,2.682222,2.260000,0.000000,0.000000,0.000000,0.000000,0.486667,10.308333,
24,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.100555,39781,1.513333,0.068475,9.903334,0.448103,20.102272,7.001111,0.316784,28.775963,0.000000,11.468333,0.518916,2.681111,2.265000,0.000000,0.000000,0.000000,0.000000,0.296667,9.817223,
25,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.660000,38988,1.513333,0.069868,9.554444,0.441110,20.836325,6.935000,0.320175,29.050282,0.000000,11.341666,0.523623,2.682222,2.263333,0.000000,0.000000,0.000000,0.000000,0.477222,10.013333,
26,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.410000,40338,1.513333,0.067529,9.596111,0.428207,20.745853,6.693333,0.298676,30.099159,0.000000,12.152223,0.542268,2.682222,2.263333,0.000000,0.000000,0.000000,0.000000,0.691111,9.723333,
27,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.983889,41371,1.513333,0.065843,9.197222,0.400160,21.645613,6.868889,0.298857,29.329882,0.000000,13.110556,0.570424,2.681111,2.264444,0.000000,0.000000,0.000000,0.000000,0.272778,9.042778,
28,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.073889,37933,1.513333,0.071811,9.245000,0.438695,21.533751,6.785000,0.321962,29.692514,0.000000,11.158889,0.529513,2.684444,2.262778,0.000000,0.000000,0.000000,0.000000,0.532778,10.186666,
29,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.449444,40409,1.513333,0.067411,9.017222,0.401668,22.077698,6.868889,0.305971,29.329882,0.000000,12.727222,0.566928,2.682222,2.268889,0.000000,0.000000,0.000000,0.000000,0.669444,9.736111,
30,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.558889,38806,1.513333,0.070195,9.173889,0.425527,21.700666,7.152778,0.331779,28.165798,0.000000,11.620000,0.538989,2.686111,2.265000,0.000000,0.000000,0.000000,0.000000,0.636667,9.603333,
31,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.620556,38917,1.513333,0.069995,8.996667,0.416116,22.128141,7.146667,0.330550,28.189884,0.000000,11.846666,0.547935,2.685555,2.265556,0.000000,0.000000,0.000000,0.000000,0.498333,9.406667,
32,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.180000,41724,1.513333,0.065286,9.149445,0.394713,21.758644,7.447778,0.321302,27.050177,0.000000,13.130555,0.566461,2.686667,2.266111,0.000000,0.000000,0.000000,0.000000,1.055556,9.423333,
33,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.631666,40737,1.513333,0.066868,9.103333,0.402239,21.868858,7.439445,0.328718,27.080477,0.000000,12.653334,0.559099,2.687222,2.265000,0.000000,0.000000,0.000000,0.000000,0.488333,8.976666,
34,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.565556,37018,1.513333,0.073586,8.338333,0.405451,23.875216,7.225555,0.351343,27.882107,0.000000,11.313334,0.550111,2.691111,2.262222,0.000000,0.000000,0.000000,0.000000,0.498889,10.088889,
35,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.587223,40657,1.513333,0.067000,9.165000,0.405760,21.721716,7.126111,0.315493,28.271198,0.000000,12.566112,0.556337,2.695555,2.253333,0.000000,0.000000,0.000000,0.000000,0.511111,9.739445,
36,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.106667,41592,1.513333,0.065493,9.096666,0.393681,21.884886,6.966667,0.301500,28.918232,0.000000,13.294444,0.575351,2.697222,2.252778,0.000000,0.000000,0.000000,0.000000,0.745000,9.740000,
37,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.320000,40176,1.513333,0.067802,9.267222,0.415198,21.482111,6.900556,0.309165,29.195288,0.000000,12.346666,0.553166,2.697778,2.253333,0.000000,0.000000,0.000000,0.000000,0.590000,9.632222,
38,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.815001,37467,1.513333,0.072704,8.491667,0.407959,23.444103,6.738889,0.323752,29.895685,0.000000,11.768333,0.565378,2.698889,2.253333,0.000000,0.000000,0.000000,0.000000,0.452778,10.348333,
39,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.924444,17864,0.597778,0.060233,3.300555,0.332568,23.296076,2.631667,0.265170,29.443712,0.000000,6.440556,0.648959,1.157778,1.008333,0.000000,0.000000,0.000000,0.000000,0.178889,4.276111,
