block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.807222,35653,10.171225,10.050855,10.074928,10.183261,33,0.439542,53,0.366337,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.567325,211.250000,5.444981,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.523333,35142,10.319124,10.197004,10.227535,10.331336,33,0.433043,53,0.379773,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.633739,211.250000,5.524157,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.716667,37290,9.724716,9.609631,9.632648,9.736224,33,0.433843,53,0.345481,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.366823,211.250000,5.205951,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.915556,35848,10.115896,9.996181,10.020124,10.127868,33,0.435199,53,0.342362,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.542480,211.250000,5.415362,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.320555,36577,9.914282,9.796952,9.826285,9.926014,33,0.442163,53,0.340296,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.451946,211.250000,5.307431,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.358889,36646,9.895614,9.778506,9.801928,9.907325,33,0.436610,53,0.339546,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.443564,211.250000,5.297438,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.223333,36402,9.961944,9.844050,9.873524,9.973733,33,0.436872,53,0.349047,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.473348,211.250000,5.332946,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.897778,35816,10.124935,10.005113,10.035069,10.136917,33,0.424447,53,0.367294,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.546539,211.250000,5.420201,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.995556,39592,9.159291,9.050898,9.072576,9.170131,33,0.434608,53,0.329966,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.112923,211.250000,4.903261,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.604445,37088,9.777681,9.661969,9.690898,9.789253,33,0.433078,53,0.353187,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.390607,211.250000,5.234304,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.027222,37849,9.581090,9.467704,9.490381,9.592428,33,0.435045,53,0.353272,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.302329,211.250000,5.129063,
24,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.100555,39781,9.115775,9.007896,9.029472,9.126563,33,0.448103,53,0.316784,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.093382,211.250000,4.879965,
25,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.660000,38988,9.301187,9.191113,9.218632,9.312194,33,0.441110,53,0.320175,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.176640,211.250000,4.979222,
26,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.410000,40338,8.989902,8.883512,8.904790,9.000541,33,0.428207,53,0.298676,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.036860,211.250000,4.812581,
27,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.983889,41371,8.765431,8.661698,8.687632,8.775805,33,0.400160,53,0.298857,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.936062,211.250000,4.692415,
28,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.073889,37933,9.559873,9.446738,9.475022,9.571186,33,0.438695,53,0.321962,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.292801,211.250000,5.117705,
29,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.449444,40409,8.974107,8.867904,8.889145,8.984727,33,0.401668,53,0.305971,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.029766,211.250000,4.804126,
30,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.558889,38806,9.344809,9.234220,9.261868,9.355867,33,0.425527,53,0.331779,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.196228,211.250000,5.002574,
31,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.620556,38917,9.318155,9.207881,9.229937,9.329183,33,0.416116,53,0.330550,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.184259,211.250000,4.988306,
32,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.180000,41724,8.691273,8.588417,8.608988,8.701558,33,0.394713,53,0.321302,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.902761,211.250000,4.652715,
33,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.631666,40737,8.901850,8.796503,8.822840,8.912385,33,0.402239,53,0.328718,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.997320,211.250000,4.765444,
34,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.565556,37018,9.796171,9.680240,9.703426,9.807764,33,0.405451,53,0.351343,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.398910,211.250000,5.244203,
35,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.587223,40657,8.919366,8.813811,8.840199,8.929921,33,0.405760,53,0.315493,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.005186,211.250000,4.774821,
36,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.106667,41592,8.718856,8.615674,8.641470,8.729175,33,0.393681,53,0.301500,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.915148,211.250000,4.667481,
37,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.320000,40176,9.026152,8.919333,8.940697,9.036834,33,0.415198,53,0.309165,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.053137,211.250000,4.831987,
38,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.815001,37467,9.678775,9.564233,9.592869,9.690228,33,0.407959,53,0.323752,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.346193,211.250000,5.181357,
39,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.924444,17864,7.807595,7.747536,7.795583,7.831618,17,0.332568,21,0.265170,81.125000,81.500000,NA,NA,NA,NA,NA,NA,NA,NA,80.625000,3.520647,81.250000,4.179655,
