block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.547777,38786,1.513333,0.070232,9.256111,0.429562,21.507900,7.452778,0.345872,27.032028,0.000000,11.483889,0.532950,2.671667,2.256667,0.000000,0.000000,0.000000,0.000000,0.368889,10.095000,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.964445,37736,1.513333,0.072186,9.206667,0.439156,21.623409,7.860000,0.374920,25.631514,0.000000,10.866111,0.518311,2.672778,2.256111,0.000000,0.000000,0.000000,0.000000,0.485556,9.577222,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.471666,38649,1.513333,0.070480,9.108334,0.424202,21.856853,7.782222,0.362441,25.887684,0.000000,11.428889,0.532278,2.673889,2.255556,0.000000,0.000000,0.000000,0.000000,0.406111,10.103889,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.768888,40984,1.513333,0.066465,8.453889,0.371291,23.548868,7.003889,0.307608,28.764547,0.000000,13.512222,0.593451,2.673889,2.255556,0.000000,0.000000,0.000000,0.000000,0.948889,10.206667,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.253334,38256,1.513333,0.071205,9.364445,0.440611,21.259085,7.176667,0.337673,28.072042,0.000000,10.987223,0.516965,2.672778,2.260556,0.000000,0.000000,0.000000,0.000000,0.228333,9.540000,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.695000,35451,1.513333,0.076838,8.640000,0.438690,23.041609,7.332222,0.372289,27.476486,0.000000,10.292778,0.522609,2.673889,2.258889,0.000000,0.000000,0.000000,0.000000,1.613333,10.321667,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.010555,37819,1.513333,0.072027,9.298889,0.442582,21.408957,7.314445,0.348132,27.543266,0.000000,10.892777,0.518443,2.673889,2.258889,0.000000,0.000000,0.000000,0.000000,0.397778,9.569445,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.791111,39224,1.513333,0.069447,9.455556,0.433918,21.054235,7.320556,0.335942,27.520275,0.000000,11.655556,0.534877,2.673889,2.258889,0.000000,0.000000,0.000000,0.000000,0.693889,10.085556,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.930000,37674,1.513333,0.072305,9.015000,0.430721,22.083141,7.210556,0.344508,27.940107,0.000000,11.206667,0.535436,2.675000,2.258333,0.000000,0.000000,0.000000,0.000000,1.059444,9.782222,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.991667,35985,1.513333,0.075698,8.891666,0.444769,22.389450,7.046667,0.352480,28.589930,0.000000,10.477777,0.524107,2.676111,2.262222,0.000000,0.000000,0.000000,0.000000,0.297778,9.606112,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.989445,39581,1.513333,0.068821,8.961111,0.407519,22.215942,6.957778,0.316414,28.955177,0.000000,12.391666,0.563528,2.676111,2.261111,0.000000,0.000000,0.000000,0.000000,0.735000,9.697778,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.213888,38185,1.513333,0.071337,8.911667,0.420086,22.339201,7.023889,0.331099,28.682642,0.000000,11.566112,0.545214,2.677222,2.260556,0.000000,0.000000,0.000000,0.000000,0.463889,9.313334,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.252777,40055,1.513333,0.068006,9.060000,0.407140,21.973455,7.063334,0.317414,28.522467,0.000000,12.503889,0.561902,2.676111,2.261111,0.000000,0.000000,0.000000,0.000000,1.048333,9.481112,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.559999,38808,1.513333,0.070192,9.340000,0.433210,21.314724,7.291111,0.338178,27.631413,0.000000,11.246111,0.521619,2.676111,2.261111,0.000000,0.000000,0.000000,0.000000,0.875556,10.115556,
24,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.577778,38840,1.513333,0.070134,8.495000,0.393692,23.434906,7.243889,0.335711,27.811539,0.000000,12.133889,0.562333,2.678333,2.264444,0.000000,0.000000,0.000000,0.000000,0.222222,9.879444,
25,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.333334,40200,1.513333,0.067761,8.928889,0.399801,22.296112,7.108333,0.318284,28.341904,0.000000,12.615000,0.564851,2.679445,2.263333,0.000000,0.000000,0.000000,0.000000,1.352778,9.756667,
26,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.726667,37308,1.513333,0.073014,8.383333,0.404471,23.747059,7.466111,0.360218,26.983753,0.000000,11.567778,0.558111,2.679445,2.263333,0.000000,0.000000,0.000000,0.000000,0.748333,9.370000,
27,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.313889,38365,1.513333,0.071002,8.733334,0.409748,22.795364,6.890000,0.323263,29.240013,0.000000,11.844444,0.555715,2.679445,2.263333,0.000000,0.000000,0.000000,0.000000,2.213889,9.638889,
28,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.429445,38573,1.513333,0.070619,8.366111,0.390403,23.795946,6.920000,0.322920,29.113253,0.000000,12.287778,0.573406,2.679445,2.263333,0.000000,0.000000,0.000000,0.000000,1.286667,9.552778,
29,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.422777,42161,1.513333,0.064609,8.974444,0.383150,22.182934,7.276111,0.310643,27.688377,0.000000,13.771667,0.587960,2.680556,2.267222,0.000000,0.000000,0.000000,0.000000,0.880556,10.059444,
30,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.699444,40859,1.513333,0.066668,9.282778,0.408943,21.446114,7.359445,0.324213,27.374851,0.000000,12.715555,0.560170,2.680556,2.266111,0.000000,0.000000,0.000000,0.000000,0.682778,9.940556,
31,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.026112,41447,1.513333,0.065722,8.848333,0.384274,22.499098,7.193333,0.312399,28.007002,0.000000,13.463333,0.584699,2.680556,2.266111,0.000000,0.000000,0.000000,0.000000,0.633333,9.695000,
32,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.653889,38977,1.513333,0.069887,9.089444,0.419760,21.902275,7.533333,0.347897,26.742970,0.000000,11.782222,0.544116,2.680556,2.266111,0.000000,0.000000,0.000000,0.000000,0.277778,10.145555,
33,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.609444,40697,1.513333,0.066934,9.313889,0.411947,21.374479,7.501111,0.331769,26.857847,0.000000,12.558888,0.555471,2.680556,2.266111,0.000000,0.000000,0.000000,0.000000,1.307222,9.578889,
34,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.108889,39796,1.513333,0.068449,9.330556,0.422027,21.336296,7.289444,0.329706,27.637732,0.000000,11.996111,0.542592,2.685555,2.262222,0.000000,0.000000,0.000000,0.000000,0.602778,10.189445,
35,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.473333,42252,1.513333,0.064470,8.652223,0.368598,23.009062,6.981667,0.297430,28.856104,0.000000,14.158889,0.603190,2.688333,2.254444,0.000000,0.000000,0.000000,0.000000,0.758333,9.703333,
36,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.535555,38764,1.513333,0.070271,8.684444,0.403261,22.923689,7.008889,0.325457,28.744028,0.000000,12.127222,0.563126,2.688333,2.254444,0.000000,0.000000,0.000000,0.000000,0.557778,9.710556,
37,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.379999,42084,1.513333,0.064728,9.212222,0.394021,21.610371,7.106111,0.303940,28.350767,0.000000,13.440000,0.574850,2.690556,2.253333,0.000000,0.000000,0.000000,0.000000,1.766111,9.720000,
38,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.408890,40336,1.513333,0.067533,8.958333,0.399767,22.222830,7.050556,0.314632,28.574160,0.000000,12.738334,0.568450,2.688333,2.254444,0.000000,0.000000,0.000000,0.000000,0.580000,9.466111,
39,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.586111,19055,0.597778,0.056468,3.935000,0.371713,19.540026,2.704444,0.255471,28.651369,0.000000,6.414444,0.605930,1.147222,1.009444,0.000000,0.000000,0.000000,0.000000,0.174444,3.677778,
