block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_l1_read_bw(GB/s),aic_l1_write_bw(GB/s),aic_main_mem_read_bw(GB/s),aic_main_mem_write_bw(GB/s),aic_mte1_instructions,aic_mte1_ratio,aic_mte2_instructions,aic_mte2_ratio,aic_mte3_instructions,aic_mte3_ratio,aiv_time(us),aiv_total_cycles,aiv_ub_to_gm_bw(GB/s),aiv_gm_to_ub_bw(GB/s),aiv_main_mem_read_bw(GB/s),aiv_main_mem_write_bw(GB/s),aiv_mte2_instructions,aiv_mte2_ratio,aiv_mte3_instructions,aiv_mte3_ratio,read_main_memory_datas(KB),write_main_memory_datas(KB),GM_to_L1_datas(KB),GM_to_L1_bw_usage_rate(%),L1_to_GM_datas(KB)(estimate),L1_to_GM_bw_usage_rate(%)(estimate),L0C_to_L1_datas(KB),L0C_to_L1_bw_usage_rate(%),L0C_to_GM_datas(KB),L0C_to_GM_bw_usage_rate(%),GM_to_UB_datas(KB),GM_to_UB_bw_usage_rate(%),UB_to_GM_datas(KB),UB_to_GM_bw_usage_rate(%),
0,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.115555,36208,10.015319,9.896794,9.920500,10.027171,33,0.460837,53,0.363925,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.497316,211.250000,5.361519,
1,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.047777,36086,10.049179,9.930254,9.959986,10.061071,33,0.423073,53,0.365904,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.512521,211.250000,5.379646,
2,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.177778,39920,9.084034,8.976531,8.998032,9.094785,33,0.389704,53,0.327831,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.079129,211.250000,4.862973,
3,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.738333,40929,8.860091,8.755238,8.781451,8.870577,33,0.386034,53,0.331623,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.978568,211.250000,4.743089,
4,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.259445,41867,8.661587,8.559083,8.584709,8.671837,33,0.381255,53,0.336064,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.889432,211.250000,4.636824,
5,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.168333,41703,8.695649,8.592742,8.613323,8.705940,33,0.382466,53,0.291370,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.904727,211.250000,4.655058,
6,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.477222,42259,8.581241,8.479688,8.505076,8.591396,33,0.385693,53,0.301829,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.853353,211.250000,4.593812,
7,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.813889,41065,8.830748,8.726242,8.747143,8.841199,33,0.398734,53,0.331134,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.965392,211.250000,4.727381,
8,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.381111,42086,8.616515,8.514544,8.534939,8.626712,33,0.372618,53,0.329302,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.869192,211.250000,4.612695,
9,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.834999,41103,8.822584,8.718175,8.744277,8.833025,33,0.365886,53,0.313967,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.961726,211.250000,4.723011,
10,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.241667,40035,9.057940,8.950747,8.972185,9.068660,33,0.375746,53,0.319346,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.067412,211.250000,4.849005,
11,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.900000,41220,8.797542,8.693429,8.719458,8.807953,33,0.398787,53,0.289301,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.950481,211.250000,4.709605,
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.276667,41898,8.655178,8.552751,8.578358,8.665421,33,0.373693,53,0.288606,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.886554,211.250000,4.633393,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.375000,42075,8.618768,8.516770,8.537170,8.628967,33,0.384504,53,0.289127,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.870204,211.250000,4.613901,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.825001,35685,10.162103,10.041842,10.071907,10.174129,33,0.440857,53,0.351660,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.563229,211.250000,5.440098,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.157223,36283,9.994616,9.876336,9.899992,10.006444,33,0.455144,53,0.360003,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.488020,211.250000,5.350437,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.959444,39527,9.174354,9.065782,9.087496,9.185210,33,0.426949,53,0.333443,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.119687,211.250000,4.911324,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.216110,38189,9.495789,9.383412,9.411507,9.507027,33,0.436487,53,0.359606,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.264025,211.250000,5.083398,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.235001,38223,9.487341,9.375065,9.397520,9.498569,33,0.426654,53,0.358266,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.260231,211.250000,5.078876,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.577223,37039,9.790617,9.674751,9.703718,9.802203,33,0.444612,53,0.350279,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.396415,211.250000,5.241230,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.443890,36799,9.854470,9.737849,9.767005,9.866132,33,0.439278,53,0.355173,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.425088,211.250000,5.275412,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.578888,35242,10.289844,10.168071,10.192425,10.302021,33,0.436439,53,0.362749,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.620590,211.250000,5.508482,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.084999,37953,9.554835,9.441761,9.470030,9.566143,33,0.445340,53,0.336548,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.290539,211.250000,5.115008,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.138334,36249,10.003990,9.885600,9.909278,10.015829,33,0.429943,53,0.347485,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.492229,211.250000,5.355455,
24,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.287777,38318,9.463820,9.351823,9.374222,9.475020,33,0.419020,53,0.328671,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.249670,211.250000,5.066285,
25,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.038889,39670,9.141282,9.033101,9.060146,9.152101,33,0.421049,53,0.323242,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.104836,211.250000,4.893620,
26,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.309444,38357,9.454198,9.342314,9.364691,9.465386,33,0.395912,53,0.338947,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.245348,211.250000,5.061134,
27,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.796112,39233,9.243103,9.133717,9.161063,9.254041,33,0.407285,53,0.323452,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.150558,211.250000,4.948128,
28,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.215555,38188,9.496037,9.383658,9.411753,9.507275,33,0.390646,53,0.337881,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.264136,211.250000,5.083532,
29,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.071112,37928,9.561133,9.447984,9.470613,9.572448,33,0.414865,53,0.334159,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.293367,211.250000,5.118380,
30,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.770000,37386,9.699744,9.584954,9.613652,9.711224,33,0.398063,53,0.344059,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.355609,211.250000,5.192583,
31,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.365000,36657,9.892644,9.775572,9.798986,9.904351,33,0.405461,53,0.343454,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.442230,211.250000,5.295848,
32,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.893333,39408,9.202057,9.093157,9.114937,9.212947,33,0.425878,53,0.328943,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.132126,211.250000,4.926155,
33,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.459999,40428,8.969889,8.863736,8.890275,8.980504,33,0.410310,53,0.330514,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.027873,211.250000,4.801867,
34,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.719444,39095,9.275730,9.165958,9.187912,9.286707,33,0.395140,53,0.333316,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.165209,211.250000,4.965594,
35,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.825556,41086,8.826234,8.721782,8.747895,8.836679,33,0.382734,53,0.311590,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.963365,211.250000,4.724965,
36,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.889999,41202,8.801385,8.697227,8.723267,8.811801,33,0.388403,53,0.318868,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.952207,211.250000,4.711662,
37,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.583889,40651,8.920682,8.815112,8.836226,8.931239,33,0.423999,53,0.303806,209.250000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,4.005777,211.250000,4.775526,
38,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.959999,41328,8.774551,8.670711,8.696671,8.784936,33,0.391454,53,0.305701,209.375000,211.500000,NA,NA,NA,NA,NA,NA,NA,NA,208.750000,3.940157,211.250000,4.697297,
39,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.304444,18548,7.519672,7.461828,7.508103,7.542809,17,0.345913,21,0.248005,81.125000,81.500000,NA,NA,NA,NA,NA,NA,NA,NA,80.625000,3.390815,81.250000,4.025520,
