block_id,sub_block_id,aic_time(us),aic_total_cycles,aic_cube_time(us),aic_cube_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_mte3_time(us),aic_mte3_ratio,aic_mte3_active_bw(GB/s),aic_fixpipe_time(us),aic_fixpipe_ratio,aic_fixpipe_active_bw(GB/s),aic_icache_miss_rate,aic_scalar_time(us),aic_scalar_ratio,aic_scalar_single_time(us),aic_scalar_dual_time(us),aic_scalar_mte1_stall_time(us),aic_scalar_mte2_stall_time(us),aic_scalar_mte3_stall_time(us),aic_scalar_cube_stall_time(us),aic_scalar_wait_ib_time(us),aic_scalar_wait_time(us),aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte2_active_bw(GB/s),aiv_mte3_time(us),aiv_mte3_ratio,aiv_mte3_active_bw(GB/s),aiv_icache_miss_rate,aiv_scalar_time(us),aiv_scalar_ratio,aiv_scalar_single_time(us),aiv_scalar_dual_time(us),aiv_scalar_mte2_stall_time(us),aiv_scalar_mte3_stall_time(us),aiv_scalar_stall_by_ub_time(us),aiv_scalar_vector_stall_time(us),aiv_scalar_wait_ib_time(us),aiv_scalar_wait_time(us),
12,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.196667,54354,1.522222,0.050410,8.314445,0.275343,23.943813,10.369445,0.343397,19.428593,0.020144,11.185000,0.370405,2.671667,2.256667,0.000000,0.000000,0.000000,0.000000,6.483889,13.766666,
13,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.972221,52150,1.515556,0.052311,9.629444,0.332368,20.674040,8.341111,0.287900,24.153103,0.020764,11.426666,0.394401,2.672778,2.256111,0.000000,0.000000,0.000000,0.000000,5.125000,14.324445,
14,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.201666,45363,1.515556,0.060137,9.726666,0.385953,20.467396,8.698334,0.345149,23.161182,0.018593,11.094444,0.440227,2.672778,2.260556,0.000000,0.000000,0.000000,0.000000,5.005000,13.264444,
15,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.632223,51538,1.515556,0.052932,9.528889,0.332803,20.892206,10.194445,0.356048,19.762106,0.019318,11.075556,0.386821,2.673889,2.258889,0.000000,0.000000,0.000000,0.000000,5.206666,14.660000,
16,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.419445,47555,1.522222,0.057617,9.893333,0.374472,20.122591,8.113334,0.307097,24.831186,0.021307,10.614445,0.401766,2.673889,2.258889,0.000000,0.000000,0.000000,0.000000,11.585556,10.966666,
17,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.731112,48116,1.522222,0.056946,8.659445,0.323946,22.989870,8.046667,0.301023,25.036913,0.021327,11.122222,0.416078,2.675000,2.258333,0.000000,0.000000,0.000000,0.000000,11.624444,10.741111,
18,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.123888,50623,1.520000,0.054047,10.067778,0.357980,19.773928,8.898889,0.316417,22.639198,0.019608,11.219444,0.398929,2.673889,2.258889,0.000000,0.000000,0.000000,0.000000,6.358333,13.058888,
19,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.439444,52991,1.515556,0.051480,9.367778,0.318205,21.251518,8.537222,0.289993,23.598274,0.016052,11.858334,0.402804,2.675000,2.262778,0.000000,0.000000,0.000000,0.000000,6.361667,12.855000,
20,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.585556,46054,1.515556,0.059235,9.591666,0.374886,20.755468,9.127778,0.356755,22.071493,0.019043,11.055000,0.432080,2.676111,2.261111,0.000000,0.000000,0.000000,0.000000,6.983333,12.207778,
21,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.564444,47816,1.522222,0.057303,9.280556,0.349360,21.451250,7.622778,0.286954,26.429171,0.017930,11.110000,0.418228,2.676111,2.261111,0.000000,0.000000,0.000000,0.000000,7.018333,11.806111,
22,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.908333,50235,1.513333,0.054225,10.606112,0.380034,18.770264,7.102222,0.254484,28.366289,0.020709,11.420555,0.409217,2.677222,2.260556,0.000000,0.000000,0.000000,0.000000,8.419444,11.470000,
23,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.825556,50086,1.522222,0.054706,8.656111,0.311085,22.998726,7.187222,0.258296,28.030817,0.018998,11.219444,0.403206,2.676111,2.261111,0.000000,0.000000,0.000000,0.000000,8.015555,11.235000,
24,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.327778,45590,1.522222,0.060101,9.644444,0.380785,20.641884,7.184444,0.283659,28.041653,0.020754,10.683888,0.421825,2.677222,2.265000,0.000000,0.000000,0.000000,0.000000,9.195000,10.296111,
25,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.334444,51002,1.522222,0.053723,8.285000,0.292400,24.028910,8.960000,0.316223,22.484789,0.020918,11.331667,0.399926,2.679445,2.263333,0.000000,0.000000,0.000000,0.000000,9.932777,11.428333,
26,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.067778,46922,1.515556,0.058139,10.072222,0.386386,19.765203,7.420000,0.284643,27.151442,0.019208,10.945556,0.419888,2.679445,2.263333,0.000000,0.000000,0.000000,0.000000,7.808333,12.661111,
27,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.702223,49864,1.522222,0.054949,9.589444,0.346162,20.760277,7.719444,0.278658,26.098211,0.020076,11.531111,0.416252,2.678889,2.263889,0.000000,0.000000,0.000000,0.000000,8.308888,12.232223,
28,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.811111,48260,1.522222,0.056776,10.443334,0.389515,19.062832,8.781667,0.327538,22.941395,0.022574,10.984445,0.409697,2.679445,2.263333,0.000000,0.000000,0.000000,0.000000,8.602222,10.977222,
29,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.395555,52912,1.515556,0.051557,9.751111,0.331721,20.416086,7.693333,0.261718,26.186790,0.019589,11.032778,0.375321,2.680556,2.267222,0.000000,0.000000,0.000000,0.000000,9.593889,11.499444,
30,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.471666,45849,1.515556,0.059500,10.378333,0.407446,19.182224,8.516111,0.334337,23.656773,0.020789,10.736111,0.421492,2.680556,2.266111,0.000000,0.000000,0.000000,0.000000,9.723333,11.392222,
31,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.246111,54443,1.522222,0.050328,9.864445,0.326139,20.181522,7.225000,0.238874,27.884249,0.020361,11.471666,0.379277,2.680556,2.266111,0.000000,0.000000,0.000000,0.000000,10.237223,10.418889,
32,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.674999,46215,1.515556,0.059028,10.054444,0.391604,19.800150,7.117778,0.277226,28.304298,0.019648,10.760000,0.419085,2.680556,2.266111,0.000000,0.000000,0.000000,0.000000,9.987223,9.447778,
33,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.901112,53822,1.522222,0.050909,9.059444,0.302980,21.974804,6.971667,0.233157,28.897493,0.019208,11.542778,0.386032,2.680556,2.266111,0.000000,0.000000,0.000000,0.000000,10.041111,8.329445,
34,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.921112,46658,1.515556,0.058468,10.301666,0.397424,19.324982,8.355000,0.322324,24.112951,0.019270,10.908889,0.420850,2.685555,2.262222,0.000000,0.000000,0.000000,0.000000,10.487778,11.718333,
35,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.268888,49084,1.515556,0.055578,8.541111,0.313218,23.308388,7.831666,0.287202,25.724245,0.019549,11.257778,0.412843,2.688333,2.254444,0.000000,0.000000,0.000000,0.000000,11.511111,10.495000,
36,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.820555,51877,1.515556,0.052586,10.193889,0.353702,19.529301,7.282222,0.252675,27.665140,0.021133,11.427222,0.396496,2.688333,2.254444,0.000000,0.000000,0.000000,0.000000,11.340000,10.920000,
37,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.978333,52161,1.522222,0.052530,8.703889,0.300359,22.872478,7.621666,0.263013,26.433025,0.020963,11.460000,0.395468,2.688333,2.254444,0.000000,0.000000,0.000000,0.000000,11.920000,10.199445,
38,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.262222,50872,1.515556,0.053625,9.871111,0.349269,20.167894,7.967778,0.281923,25.284805,0.020671,11.396667,0.403247,2.688333,2.254444,0.000000,0.000000,0.000000,0.000000,10.931666,11.883889,
39,vector0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.352777,31235,0.606667,0.034961,3.780000,0.217833,20.341269,3.223333,0.185753,24.039103,0.039331,5.731111,0.330271,1.146111,1.010000,0.000000,0.000000,0.000000,0.000000,10.875000,5.547222,
